fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,free sulfur dioxide (norm),total sulfur dioxide,total sulfur dioxide (norm),pH,sulphates,alcohol,quality
7.50,0.50,0.36,6.10,0.07,17.00,0.19,102.00,1.57,3.35,0.80,10.50,5.00
5.60,0.50,0.09,2.30,0.05,17.00,0.19,99.00,1.50,3.63,0.63,13.00,5.00
5.60,0.50,0.09,2.30,0.05,17.00,0.19,99.00,1.50,3.63,0.63,13.00,5.00
7.70,0.67,0.23,2.10,0.09,17.00,0.19,96.00,1.43,3.32,0.48,9.50,5.00
7.50,0.63,0.27,2.00,0.08,17.00,0.19,91.00,1.32,3.26,0.58,9.80,6.00
7.50,0.63,0.27,2.00,0.08,17.00,0.19,91.00,1.32,3.26,0.58,9.80,6.00
7.40,0.60,0.26,2.10,0.08,17.00,0.19,91.00,1.32,3.29,0.56,9.80,6.00
7.40,0.60,0.26,2.10,0.08,17.00,0.19,91.00,1.32,3.29,0.56,9.80,6.00
7.20,0.63,0.03,2.20,0.08,17.00,0.19,88.00,1.26,3.53,0.58,9.80,6.00
7.10,0.61,0.02,2.50,0.08,17.00,0.19,87.00,1.23,3.48,0.60,9.70,6.00
7.20,0.62,0.06,2.50,0.08,17.00,0.19,84.00,1.17,3.51,0.53,9.70,5.00
6.70,0.68,0.07,2.40,0.09,17.00,0.19,82.00,1.12,3.35,0.54,10.10,5.00
5.60,0.92,0.00,2.10,0.04,17.00,0.19,78.00,1.04,3.68,0.73,11.40,5.00
8.70,0.63,0.28,2.70,0.10,17.00,0.19,69.00,0.84,3.26,0.63,10.20,6.00
10.90,0.37,0.58,4.00,0.07,17.00,0.19,65.00,0.75,3.22,0.78,10.10,5.00
6.40,0.56,0.15,1.80,0.08,17.00,0.19,65.00,0.75,3.33,0.60,10.50,6.00
11.20,0.28,0.56,1.90,0.08,17.00,0.19,60.00,0.64,3.16,0.58,9.80,6.00
7.90,0.32,0.51,1.80,0.34,17.00,0.19,56.00,0.55,3.04,1.08,9.20,6.00
7.80,0.59,0.18,2.30,0.08,17.00,0.19,54.00,0.51,3.43,0.59,10.00,5.00
13.30,0.34,0.52,3.20,0.09,17.00,0.19,53.00,0.48,3.05,0.81,9.50,6.00
8.80,0.61,0.30,2.80,0.09,17.00,0.19,46.00,0.33,3.26,0.51,9.30,4.00
7.10,0.66,0.00,3.90,0.09,17.00,0.19,45.00,0.31,3.46,0.54,9.50,5.00
10.90,0.32,0.52,1.80,0.13,17.00,0.19,44.00,0.28,3.28,0.77,11.50,6.00
10.90,0.32,0.52,1.80,0.13,17.00,0.19,44.00,0.28,3.28,0.77,11.50,6.00
13.70,0.42,0.68,2.90,0.09,17.00,0.19,43.00,0.26,3.06,0.80,10.00,6.00
13.70,0.42,0.68,2.90,0.09,17.00,0.19,43.00,0.26,3.06,0.80,10.00,6.00
8.30,0.31,0.39,2.40,0.08,17.00,0.19,43.00,0.26,3.31,0.77,12.50,7.00
8.30,0.31,0.39,2.40,0.08,17.00,0.19,43.00,0.26,3.31,0.77,12.50,7.00
8.60,0.83,0.00,2.80,0.10,17.00,0.19,43.00,0.26,3.33,0.60,10.40,6.00
7.30,0.55,0.03,1.60,0.07,17.00,0.19,42.00,0.24,3.37,0.48,9.00,4.00
8.30,0.66,0.15,1.90,0.08,17.00,0.19,42.00,0.24,3.31,0.54,9.60,6.00
8.30,0.65,0.10,2.90,0.09,17.00,0.19,40.00,0.20,3.29,0.55,9.50,5.00
8.30,0.65,0.10,2.90,0.09,17.00,0.19,40.00,0.20,3.29,0.55,9.50,5.00
8.30,0.65,0.10,2.90,0.09,17.00,0.19,40.00,0.20,3.29,0.55,9.50,5.00
7.90,0.65,0.01,2.50,0.08,17.00,0.19,38.00,0.15,3.34,0.74,11.70,7.00
9.60,0.42,0.35,2.10,0.08,17.00,0.19,38.00,0.15,3.23,0.66,11.10,6.00
7.80,0.58,0.13,2.10,0.10,17.00,0.19,36.00,0.11,3.24,0.53,11.20,6.00
11.90,0.39,0.69,2.80,0.10,17.00,0.19,35.00,0.09,3.10,0.61,10.80,6.00
11.90,0.39,0.69,2.80,0.10,17.00,0.19,35.00,0.09,3.10,0.61,10.80,6.00
6.60,0.82,0.02,2.70,0.07,17.00,0.19,34.00,0.06,3.58,0.89,12.30,7.00
10.70,0.67,0.22,2.70,0.11,17.00,0.19,34.00,0.06,3.28,0.98,9.90,6.00
6.70,0.75,0.01,2.40,0.08,17.00,0.19,32.00,0.02,3.55,0.61,12.80,6.00
11.70,0.28,0.47,1.70,0.05,17.00,0.19,32.00,0.02,3.15,0.67,10.60,7.00
7.80,0.53,0.04,1.70,0.08,17.00,0.19,31.00,0.00,3.33,0.56,10.00,6.00
7.10,0.16,0.44,2.50,0.07,17.00,0.19,31.00,0.00,3.35,0.54,12.40,6.00
7.60,0.54,0.02,1.70,0.09,17.00,0.19,31.00,0.00,3.37,0.51,10.40,6.00
10.70,0.40,0.37,1.90,0.08,17.00,0.19,29.00,-0.05,3.12,0.65,11.20,6.00
6.60,0.50,0.01,1.50,0.06,17.00,0.19,26.00,-0.11,3.40,0.58,9.80,6.00
7.00,0.57,0.02,2.00,0.07,17.00,0.19,26.00,-0.11,3.36,0.61,10.20,5.00
7.10,0.68,0.00,2.30,0.09,17.00,0.19,26.00,-0.11,3.45,0.53,9.50,5.00
7.10,0.27,0.60,2.10,0.07,17.00,0.19,25.00,-0.14,3.38,0.72,10.60,6.00
6.30,1.02,0.00,2.00,0.08,17.00,0.19,24.00,-0.16,3.59,0.55,11.20,4.00
7.40,0.36,0.30,1.80,0.07,17.00,0.19,24.00,-0.16,3.24,0.70,11.40,8.00
6.80,0.63,0.12,3.80,0.10,16.00,0.08,126.00,2.10,3.28,0.61,9.50,5.00
8.30,0.54,0.24,3.40,0.08,16.00,0.08,112.00,1.79,3.27,0.61,9.40,5.00
8.90,0.57,0.34,3.00,0.09,16.00,0.08,112.00,1.79,3.38,0.61,9.50,5.00
5.10,0.51,0.18,2.10,0.04,16.00,0.08,101.00,1.54,3.46,0.87,12.90,7.00
5.30,0.47,0.11,2.20,0.05,16.00,0.08,89.00,1.28,3.54,0.88,13.57,7.00
5.30,0.47,0.11,2.20,0.05,16.00,0.08,89.00,1.28,3.54,0.88,13.60,7.00
7.20,0.64,0.07,2.60,0.08,16.00,0.08,86.00,1.21,3.51,0.54,9.70,5.00
7.20,0.66,0.03,2.30,0.08,16.00,0.08,86.00,1.21,3.53,0.57,9.70,5.00
7.20,0.66,0.03,2.30,0.08,16.00,0.08,86.00,1.21,3.53,0.57,9.70,5.00
8.20,0.51,0.24,2.00,0.08,16.00,0.08,86.00,1.21,3.34,0.64,9.50,6.00
8.00,0.77,0.32,2.10,0.08,16.00,0.08,74.00,0.95,3.27,0.50,9.80,6.00
7.40,0.53,0.26,2.00,0.10,16.00,0.08,72.00,0.90,3.15,0.57,9.40,5.00
7.00,0.45,0.34,2.70,0.08,16.00,0.08,72.00,0.90,3.55,0.60,9.50,5.00
6.10,0.58,0.23,2.50,0.04,16.00,0.08,70.00,0.86,3.46,0.65,12.50,6.00
8.60,0.33,0.40,2.60,0.08,16.00,0.08,68.00,0.81,3.30,0.48,9.40,5.00
6.90,0.84,0.21,4.10,0.07,16.00,0.08,65.00,0.75,3.53,0.72,9.23,6.00
6.90,0.84,0.21,4.10,0.07,16.00,0.08,65.00,0.75,3.53,0.72,9.25,6.00
8.40,0.75,0.11,1.90,0.09,16.00,0.08,63.00,0.70,3.19,0.82,9.60,5.00
8.40,0.75,0.11,1.90,0.09,16.00,0.08,63.00,0.70,3.19,0.82,9.60,5.00
8.60,0.49,0.51,2.00,0.42,16.00,0.08,62.00,0.68,3.03,1.17,9.00,5.00
6.80,0.66,0.07,1.60,0.07,16.00,0.08,61.00,0.66,3.29,0.60,9.30,5.00
5.60,0.62,0.00,1.60,0.09,16.00,0.08,59.00,0.62,3.58,0.52,9.90,5.00
8.10,0.56,0.28,1.70,0.37,16.00,0.08,56.00,0.55,3.11,1.28,9.30,5.00
11.20,0.66,0.24,2.50,0.09,16.00,0.08,53.00,0.48,3.06,0.72,11.00,6.00
7.30,0.67,0.26,1.80,0.40,16.00,0.08,51.00,0.44,3.16,1.14,9.40,5.00
7.10,0.68,0.07,1.90,0.08,16.00,0.08,51.00,0.44,3.38,0.52,9.50,5.00
6.80,0.50,0.11,1.50,0.08,16.00,0.08,49.00,0.39,3.36,0.79,9.50,5.00
9.60,0.38,0.31,2.50,0.10,16.00,0.08,49.00,0.39,3.19,0.70,10.00,7.00
11.10,0.31,0.49,2.70,0.09,16.00,0.08,47.00,0.35,3.12,1.02,10.60,7.00
8.20,0.26,0.34,2.50,0.07,16.00,0.08,47.00,0.35,3.40,0.78,11.30,7.00
5.40,0.74,0.00,1.20,0.04,16.00,0.08,46.00,0.33,4.01,0.59,12.50,6.00
5.00,0.74,0.00,1.20,0.04,16.00,0.08,46.00,0.33,4.01,0.59,12.50,6.00
8.50,0.46,0.59,1.40,0.41,16.00,0.08,45.00,0.31,3.03,1.34,9.20,5.00
8.40,0.56,0.08,2.10,0.11,16.00,0.08,44.00,0.28,3.13,0.52,11.00,5.00
7.60,0.41,0.49,2.00,0.09,16.00,0.08,43.00,0.26,3.48,0.64,9.10,5.00
7.20,0.73,0.02,2.50,0.08,16.00,0.08,42.00,0.24,3.44,0.52,9.30,5.00
4.90,0.42,0.00,2.10,0.05,16.00,0.08,42.00,0.24,3.71,0.74,14.00,7.00
9.90,0.54,0.45,2.30,0.07,16.00,0.08,40.00,0.20,3.39,0.62,9.40,5.00
9.90,0.54,0.45,2.30,0.07,16.00,0.08,40.00,0.20,3.39,0.62,9.40,5.00
9.90,0.54,0.45,2.30,0.07,16.00,0.08,40.00,0.20,3.39,0.62,9.40,5.00
7.00,0.42,0.35,1.60,0.09,16.00,0.08,39.00,0.17,3.34,0.55,9.20,5.00
10.80,0.32,0.44,1.60,0.06,16.00,0.08,37.00,0.13,3.22,0.78,10.00,6.00
7.40,0.49,0.19,3.00,0.08,16.00,0.08,37.00,0.13,3.37,0.51,10.50,5.00
8.00,0.62,0.33,2.70,0.09,16.00,0.08,37.00,0.13,3.31,0.58,10.70,6.00
7.20,0.57,0.05,2.30,0.08,16.00,0.08,36.00,0.11,3.38,0.60,10.30,6.00
7.20,0.57,0.05,2.30,0.08,16.00,0.08,36.00,0.11,3.38,0.60,10.30,6.00
7.10,0.60,0.00,1.80,0.07,16.00,0.08,34.00,0.06,3.47,0.70,9.90,6.00
7.10,0.60,0.00,1.80,0.07,16.00,0.08,34.00,0.06,3.47,0.70,9.90,6.00
7.40,0.64,0.10,2.40,0.08,16.00,0.08,33.00,0.04,3.58,0.69,10.80,7.00
7.40,0.64,0.10,2.40,0.08,16.00,0.08,33.00,0.04,3.58,0.69,10.80,7.00
7.40,0.97,0.00,2.20,0.09,16.00,0.08,32.00,0.02,3.58,0.67,10.20,5.00
8.00,0.45,0.23,2.20,0.09,16.00,0.08,29.00,-0.05,3.21,0.49,10.20,6.00
6.80,0.82,0.00,1.20,0.27,16.00,0.08,29.00,-0.05,3.32,0.51,9.80,3.00
8.00,0.30,0.63,1.60,0.08,16.00,0.08,29.00,-0.05,3.30,0.78,10.80,6.00
6.50,0.63,0.33,1.80,0.06,16.00,0.08,28.00,-0.07,3.36,0.64,10.10,6.00
5.40,0.74,0.09,1.70,0.09,16.00,0.08,26.00,-0.11,3.67,0.56,11.60,6.00
8.00,0.48,0.34,2.20,0.07,16.00,0.08,25.00,-0.14,3.28,0.66,12.40,6.00
5.90,0.61,0.08,2.10,0.07,16.00,0.08,24.00,-0.16,3.56,0.77,11.10,6.00
5.90,0.61,0.08,2.10,0.07,16.00,0.08,24.00,-0.16,3.56,0.77,11.10,6.00
8.80,0.69,0.26,1.60,0.09,16.00,0.08,23.00,-0.18,3.32,0.47,9.40,5.00
7.00,0.22,0.30,1.80,0.07,16.00,0.08,20.00,-0.25,3.61,0.82,10.00,6.00
7.90,0.50,0.33,2.00,0.08,15.00,-0.02,143.00,2.47,3.20,0.55,9.50,5.00
9.20,0.58,0.20,3.00,0.08,15.00,-0.02,115.00,1.85,3.23,0.59,9.50,5.00
8.30,0.66,0.12,2.30,0.08,15.00,-0.02,113.00,1.81,3.17,0.66,9.80,5.00
7.80,0.56,0.19,2.10,0.08,15.00,-0.02,105.00,1.63,3.33,0.54,9.50,5.00
7.90,0.53,0.24,2.00,0.07,15.00,-0.02,105.00,1.63,3.27,0.54,9.40,6.00
5.80,1.01,0.66,2.00,0.04,15.00,-0.02,88.00,1.26,3.66,0.60,11.50,6.00
7.20,0.62,0.06,2.70,0.08,15.00,-0.02,85.00,1.19,3.51,0.54,9.50,5.00
7.20,0.62,0.06,2.70,0.08,15.00,-0.02,85.00,1.19,3.51,0.54,9.50,5.00
7.10,0.74,0.16,1.90,0.10,15.00,-0.02,77.00,1.01,3.27,0.64,9.30,5.00
10.30,0.34,0.52,2.80,0.16,15.00,-0.02,75.00,0.97,3.18,0.64,9.40,5.00
6.70,0.58,0.08,1.80,0.10,15.00,-0.02,65.00,0.75,3.28,0.54,9.20,5.00
6.20,0.63,0.31,1.70,0.09,15.00,-0.02,64.00,0.73,3.46,0.79,9.30,5.00
7.00,0.75,0.12,1.80,0.11,15.00,-0.02,64.00,0.73,3.22,0.59,9.50,6.00
7.50,0.71,0.24,1.80,0.36,15.00,-0.02,63.00,0.70,3.00,1.59,9.50,5.00
7.70,0.96,0.20,2.00,0.05,15.00,-0.02,60.00,0.64,3.36,0.44,10.90,5.00
7.70,0.96,0.20,2.00,0.05,15.00,-0.02,60.00,0.64,3.36,0.44,10.90,5.00
7.30,0.59,0.18,2.40,0.08,15.00,-0.02,60.00,0.64,3.31,0.54,9.80,5.00
7.90,0.60,0.06,1.60,0.07,15.00,-0.02,59.00,0.62,3.30,0.46,9.40,5.00
7.70,0.18,0.34,2.70,0.07,15.00,-0.02,58.00,0.59,3.37,0.78,11.80,6.00
7.30,0.58,0.30,2.40,0.07,15.00,-0.02,55.00,0.53,3.46,0.59,10.20,5.00
8.40,0.64,0.36,2.00,0.09,15.00,-0.02,55.00,0.53,3.31,0.57,10.40,4.00
7.80,0.76,0.04,2.30,0.09,15.00,-0.02,54.00,0.51,3.26,0.65,9.80,5.00
12.10,0.40,0.52,2.00,0.09,15.00,-0.02,54.00,0.51,3.03,0.66,10.20,5.00
6.00,0.58,0.20,2.40,0.08,15.00,-0.02,50.00,0.42,3.58,0.67,12.50,6.00
10.70,0.40,0.48,2.10,0.13,15.00,-0.02,49.00,0.39,3.03,0.81,9.70,6.00
7.60,0.42,0.08,2.70,0.08,15.00,-0.02,48.00,0.37,3.21,0.59,10.00,5.00
8.90,0.75,0.18,2.50,0.08,15.00,-0.02,48.00,0.37,3.20,0.47,9.70,6.00
7.40,0.74,0.07,1.70,0.09,15.00,-0.02,48.00,0.37,3.12,0.48,10.00,5.00
13.00,0.32,0.65,2.60,0.09,15.00,-0.02,47.00,0.35,3.05,0.61,10.60,5.00
9.60,0.56,0.31,2.80,0.09,15.00,-0.02,46.00,0.33,3.11,0.92,10.00,6.00
7.50,0.42,0.31,1.60,0.08,15.00,-0.02,42.00,0.24,3.31,0.64,9.00,5.00
13.30,0.43,0.58,1.90,0.07,15.00,-0.02,40.00,0.20,3.06,0.49,9.00,5.00
9.00,0.40,0.41,2.00,0.06,15.00,-0.02,40.00,0.20,3.22,0.60,12.20,6.00
7.20,0.65,0.00,1.90,0.10,15.00,-0.02,39.00,0.17,3.37,0.58,9.20,6.00
6.30,0.36,0.19,3.20,0.08,15.00,-0.02,39.00,0.17,3.56,0.52,12.70,6.00
6.80,0.92,0.29,4.80,0.07,15.00,-0.02,39.00,0.17,3.53,0.54,11.10,5.00
8.50,0.44,0.50,1.90,0.37,15.00,-0.02,38.00,0.15,3.01,1.10,9.40,5.00
7.90,0.35,0.46,3.60,0.08,15.00,-0.02,37.00,0.13,3.35,0.86,12.80,8.00
7.10,0.46,0.14,2.80,0.08,15.00,-0.02,37.00,0.13,3.36,0.49,10.70,5.00
7.10,0.46,0.14,2.80,0.08,15.00,-0.02,37.00,0.13,3.36,0.49,10.70,5.00
6.70,0.54,0.13,2.00,0.08,15.00,-0.02,36.00,0.11,3.61,0.64,9.80,5.00
6.70,0.54,0.13,2.00,0.08,15.00,-0.02,36.00,0.11,3.61,0.64,9.80,5.00
7.00,0.55,0.13,2.20,0.08,15.00,-0.02,35.00,0.09,3.36,0.59,9.70,6.00
7.40,0.55,0.19,1.80,0.08,15.00,-0.02,34.00,0.06,3.49,0.68,10.50,5.00
7.40,0.55,0.19,1.80,0.08,15.00,-0.02,34.00,0.06,3.49,0.68,10.50,5.00
6.20,0.51,0.14,1.90,0.06,15.00,-0.02,34.00,0.06,3.48,0.57,11.50,6.00
9.80,0.25,0.49,2.70,0.09,15.00,-0.02,33.00,0.04,3.42,0.90,10.00,6.00
10.30,0.27,0.24,2.10,0.07,15.00,-0.02,33.00,0.04,3.22,0.66,12.80,6.00
6.30,0.98,0.01,2.00,0.06,15.00,-0.02,33.00,0.04,3.60,0.46,11.20,6.00
6.80,0.64,0.00,2.70,0.12,15.00,-0.02,33.00,0.04,3.44,0.63,11.30,6.00
6.80,0.64,0.00,2.70,0.12,15.00,-0.02,33.00,0.04,3.44,0.63,11.30,6.00
6.00,0.49,0.00,2.30,0.07,15.00,-0.02,33.00,0.04,3.58,0.59,12.50,6.00
10.00,0.73,0.43,2.30,0.06,15.00,-0.02,31.00,0.00,3.15,0.57,11.00,5.00
7.20,0.53,0.14,2.10,0.06,15.00,-0.02,29.00,-0.05,3.35,0.61,12.10,6.00
6.80,0.68,0.09,3.90,0.07,15.00,-0.02,29.00,-0.05,3.41,0.52,11.10,4.00
7.20,0.38,0.31,2.00,0.06,15.00,-0.02,29.00,-0.05,3.23,0.76,11.30,8.00
5.20,0.65,0.00,2.15,0.08,15.00,-0.02,28.00,-0.07,3.78,0.61,12.50,6.00
7.20,0.37,0.32,2.00,0.06,15.00,-0.02,28.00,-0.07,3.23,0.73,11.30,7.00
7.20,0.37,0.32,2.00,0.06,15.00,-0.02,28.00,-0.07,3.23,0.73,11.30,7.00
6.40,0.31,0.09,1.40,0.07,15.00,-0.02,28.00,-0.07,3.42,0.70,10.00,7.00
7.00,0.43,0.02,1.90,0.08,15.00,-0.02,28.00,-0.07,3.35,0.81,10.60,6.00
7.70,0.63,0.08,1.90,0.08,15.00,-0.02,27.00,-0.09,3.32,0.54,9.50,6.00
7.70,0.69,0.05,2.70,0.08,15.00,-0.02,27.00,-0.09,3.26,0.61,9.10,5.00
6.00,0.50,0.00,1.40,0.06,15.00,-0.02,26.00,-0.11,3.36,0.45,9.50,5.00
6.00,0.50,0.00,1.40,0.06,15.00,-0.02,26.00,-0.11,3.36,0.45,9.50,5.00
6.00,0.50,0.00,1.40,0.06,15.00,-0.02,26.00,-0.11,3.36,0.45,9.50,5.00
6.20,0.64,0.09,2.50,0.08,15.00,-0.02,26.00,-0.11,3.57,0.63,12.00,5.00
6.40,0.38,0.14,2.20,0.04,15.00,-0.02,25.00,-0.14,3.44,0.65,11.10,6.00
6.80,0.56,0.22,1.80,0.07,15.00,-0.02,24.00,-0.16,3.40,0.82,11.20,6.00
6.80,0.56,0.22,1.80,0.07,15.00,-0.02,24.00,-0.16,3.40,0.82,11.20,6.00
7.10,0.53,0.07,1.70,0.07,15.00,-0.02,24.00,-0.16,3.29,0.66,10.80,6.00
7.00,0.56,0.17,1.70,0.07,15.00,-0.02,24.00,-0.16,3.44,0.68,10.55,7.00
6.60,0.86,0.02,2.40,0.06,15.00,-0.02,23.00,-0.18,3.54,0.60,11.00,6.00
6.60,0.86,0.02,2.40,0.06,15.00,-0.02,23.00,-0.18,3.54,0.60,11.00,6.00
7.30,0.65,0.00,1.20,0.07,15.00,-0.02,21.00,-0.22,3.39,0.47,10.00,7.00
7.00,0.69,0.07,2.50,0.09,15.00,-0.02,21.00,-0.22,3.38,0.60,11.30,6.00
7.00,0.69,0.07,2.50,0.09,15.00,-0.02,21.00,-0.22,3.38,0.60,11.30,6.00
7.00,0.69,0.07,2.50,0.09,15.00,-0.02,21.00,-0.22,3.38,0.60,11.30,6.00
8.40,0.60,0.10,2.20,0.09,14.00,-0.13,111.00,1.76,3.15,0.66,9.80,5.00
8.20,0.56,0.23,3.40,0.08,14.00,-0.13,104.00,1.61,3.28,0.62,9.40,5.00
7.80,0.63,0.48,1.70,0.10,14.00,-0.13,96.00,1.43,3.19,0.62,9.50,5.00
5.10,0.59,0.00,1.70,0.04,14.00,-0.13,86.00,1.21,3.56,0.94,12.90,7.00
8.20,0.70,0.23,2.00,0.10,14.00,-0.13,81.00,1.10,3.19,0.70,9.40,5.00
7.40,0.39,0.48,2.00,0.08,14.00,-0.13,67.00,0.79,3.34,0.55,9.20,5.00
8.30,0.58,0.13,2.90,0.10,14.00,-0.13,63.00,0.70,3.17,0.62,9.10,6.00
7.60,0.65,0.03,1.90,0.09,14.00,-0.13,57.00,0.57,3.37,0.46,10.30,5.00
7.60,0.65,0.03,1.90,0.09,14.00,-0.13,57.00,0.57,3.37,0.46,10.30,5.00
8.80,0.55,0.04,2.20,0.12,14.00,-0.13,56.00,0.55,3.21,0.60,10.90,6.00
8.80,0.55,0.04,2.20,0.12,14.00,-0.13,56.00,0.55,3.21,0.60,10.90,6.00
10.50,0.59,0.49,2.10,0.07,14.00,-0.13,47.00,0.35,3.30,0.56,9.60,4.00
7.70,0.56,0.08,2.50,0.11,14.00,-0.13,46.00,0.33,3.24,0.66,9.60,6.00
9.40,0.43,0.24,2.80,0.09,14.00,-0.13,45.00,0.31,3.19,0.73,10.00,6.00
6.10,0.60,0.08,1.80,0.07,14.00,-0.13,45.00,0.31,3.38,0.54,11.00,5.00
9.50,0.46,0.24,2.70,0.09,14.00,-0.13,44.00,0.28,3.12,0.74,10.00,6.00
8.00,1.18,0.21,1.90,0.08,14.00,-0.13,41.00,0.22,3.34,0.47,10.50,5.00
6.90,0.63,0.01,2.40,0.08,14.00,-0.13,39.00,0.17,3.34,0.53,10.80,6.00
7.20,0.63,0.00,1.90,0.10,14.00,-0.13,38.00,0.15,3.37,0.58,9.00,6.00
7.20,0.63,0.00,1.90,0.10,14.00,-0.13,38.00,0.15,3.37,0.58,9.00,6.00
7.20,0.63,0.00,1.90,0.10,14.00,-0.13,38.00,0.15,3.37,0.58,9.00,6.00
7.80,0.52,0.25,1.90,0.08,14.00,-0.13,38.00,0.15,3.43,0.65,9.00,6.00
7.80,0.52,0.25,1.90,0.08,14.00,-0.13,38.00,0.15,3.43,0.65,9.00,6.00
7.00,0.43,0.36,1.60,0.09,14.00,-0.13,37.00,0.13,3.34,0.56,9.20,6.00
7.90,0.31,0.32,1.90,0.07,14.00,-0.13,36.00,0.11,3.41,0.56,12.60,6.00
10.20,0.23,0.37,2.20,0.06,14.00,-0.13,36.00,0.11,3.23,0.49,9.30,4.00
7.10,0.71,0.00,1.90,0.08,14.00,-0.13,35.00,0.09,3.47,0.55,9.40,5.00
10.00,0.31,0.47,2.60,0.09,14.00,-0.13,33.00,0.04,3.36,0.80,10.50,7.00
7.80,0.48,0.68,1.70,0.42,14.00,-0.13,32.00,0.02,3.09,1.06,9.10,6.00
6.40,0.64,0.21,1.80,0.08,14.00,-0.13,31.00,0.00,3.59,0.66,9.80,5.00
6.40,0.64,0.21,1.80,0.08,14.00,-0.13,31.00,0.00,3.59,0.66,9.80,5.00
6.40,0.64,0.21,1.80,0.08,14.00,-0.13,31.00,0.00,3.59,0.66,9.80,5.00
6.40,0.53,0.09,3.90,0.12,14.00,-0.13,31.00,0.00,3.50,0.67,11.00,4.00
6.80,0.64,0.03,2.30,0.08,14.00,-0.13,31.00,0.00,3.36,0.58,10.40,6.00
6.80,0.79,0.00,2.40,0.10,14.00,-0.13,30.00,-0.03,3.52,0.55,10.70,6.00
11.50,0.31,0.51,2.20,0.08,14.00,-0.13,28.00,-0.07,3.03,0.93,9.80,6.00
8.60,0.47,0.27,2.30,0.06,14.00,-0.13,28.00,-0.07,3.18,0.80,11.20,5.00
8.60,0.47,0.27,2.30,0.06,14.00,-0.13,28.00,-0.07,3.18,0.80,11.20,5.00
5.90,0.40,0.13,2.40,0.06,14.00,-0.13,28.00,-0.07,3.62,0.67,12.40,6.00
10.50,0.39,0.46,2.20,0.08,14.00,-0.13,27.00,-0.09,3.06,0.84,11.40,6.00
7.50,0.57,0.08,2.60,0.09,14.00,-0.13,27.00,-0.09,3.30,0.59,10.40,6.00
6.60,0.70,0.08,2.60,0.11,14.00,-0.13,27.00,-0.09,3.44,0.58,10.20,5.00
8.40,0.31,0.29,3.10,0.19,14.00,-0.13,26.00,-0.11,3.22,0.78,12.00,6.00
7.40,0.49,0.27,2.10,0.07,14.00,-0.13,25.00,-0.14,3.35,0.63,12.00,6.00
7.40,0.49,0.27,2.10,0.07,14.00,-0.13,25.00,-0.14,3.35,0.63,12.00,6.00
7.10,0.39,0.12,2.10,0.07,14.00,-0.13,24.00,-0.16,3.30,0.53,13.30,6.00
6.20,0.39,0.43,2.00,0.07,14.00,-0.13,24.00,-0.16,3.45,0.87,11.20,7.00
9.20,0.43,0.52,2.30,0.08,14.00,-0.13,23.00,-0.18,3.35,0.61,11.30,6.00
9.70,0.30,0.40,1.50,0.07,14.00,-0.13,21.00,-0.22,3.14,0.51,10.90,6.00
11.10,0.44,0.42,2.20,0.06,14.00,-0.13,19.00,-0.27,3.25,0.57,10.40,6.00
7.20,0.56,0.26,2.00,0.08,13.00,-0.24,100.00,1.52,3.26,0.52,9.90,5.00
7.50,0.60,0.32,2.70,0.10,13.00,-0.24,98.00,1.48,3.45,0.62,9.50,5.00
8.40,0.67,0.61,2.00,0.11,13.00,-0.24,95.00,1.41,3.16,0.54,9.10,5.00
8.00,0.72,0.22,2.30,0.08,13.00,-0.24,81.00,1.10,3.24,0.54,9.50,6.00
8.00,0.72,0.22,2.30,0.08,13.00,-0.24,81.00,1.10,3.24,0.54,9.50,6.00
7.60,0.43,0.31,2.10,0.07,13.00,-0.24,74.00,0.95,3.26,0.54,9.90,6.00
9.40,0.40,0.31,2.20,0.09,13.00,-0.24,62.00,0.68,3.07,0.63,10.50,6.00
7.00,0.74,0.05,2.00,0.08,13.00,-0.24,54.00,0.51,3.39,0.57,9.80,5.00
8.30,0.85,0.14,2.50,0.09,13.00,-0.24,54.00,0.51,3.36,0.54,10.10,5.00
10.10,0.43,0.40,2.60,0.09,13.00,-0.24,52.00,0.46,3.22,0.64,10.00,7.00
5.20,0.32,0.25,1.80,0.10,13.00,-0.24,50.00,0.42,3.38,0.55,9.20,5.00
10.00,0.49,0.20,11.00,0.07,13.00,-0.24,50.00,0.42,3.16,0.69,9.20,6.00
10.00,0.49,0.20,11.00,0.07,13.00,-0.24,50.00,0.42,3.16,0.69,9.20,6.00
8.70,0.63,0.16,2.00,0.10,13.00,-0.24,49.00,0.39,3.14,0.57,11.00,5.00
11.50,0.59,0.59,2.60,0.09,13.00,-0.24,49.00,0.39,3.18,0.65,11.00,6.00
11.50,0.59,0.59,2.60,0.09,13.00,-0.24,49.00,0.39,3.18,0.65,11.00,6.00
6.30,0.57,0.28,2.10,0.05,13.00,-0.24,49.00,0.39,3.41,0.60,12.80,5.00
7.20,0.42,0.36,2.00,0.08,13.00,-0.24,45.00,0.31,3.48,0.64,9.20,5.00
7.40,0.66,0.00,1.80,0.08,13.00,-0.24,40.00,0.20,3.51,0.56,9.40,5.00
7.10,0.65,0.18,1.80,0.07,13.00,-0.24,40.00,0.20,3.44,0.60,9.10,5.00
9.10,0.64,0.23,3.10,0.10,13.00,-0.24,38.00,0.15,3.28,0.59,9.70,5.00
